#DR2Name,RA_ICRS,e_RA_ICRS,DE_ICRS,e_DE_ICRS,Source,Plx,e_Plx,RPlx,pmRA,e_pmRA,pmDE,e_pmDE,NgAL,chi2AL,Nper,Dup,FG,e_FG,Gmag,e_Gmag,FBP,e_FBP,BPmag,e_BPmag,FRP,e_FRP,RPmag,e_RPmag,BP-RP,RV,e_RV,Teff,AG,E(BP-RP),Rad,Lum,RAJ2000,DEJ2000
Gaia DR2 718976395775952256,135.862388,0.0381,37.840272,0.0333,7.18976395775952E+17,33.1033,0.0548,604.0619,-84.505,0.075,-162.745,0.073,218,385.41,12,0,32456000,21545.0,6.9101,7E-04,17535000,44488.0,7.2416,0.0028,21346000,108260.0,6.4386,0.0055,0.803,4.74,0.16,5809.0,0.0657,0.0337,1.07,1.167,135.862848,37.840972
Gaia DR2 379582273249916416,5.000925,0.0315,38.22621,0.0333,3.79582273249916E+17,40.4629,0.0405,998.5842,-141.291,0.056,-275.904,0.047,360,624.27,14,0,35535000,5579.1,6.8117,2E-04,18993000,16022.0,7.1549,9E-04,23136000,29058.0,6.3512,0.0014,0.8037,15.25,0.14,5805.33,0.0685,0.0312,0.91,0.856,5.0017,38.227398
Gaia DR2 2061876742143320064,301.292155,0.0238,38.478958,0.0248,2.06187674214332E+18,52.5858,0.0263,1996.2618,259.074,0.048,109.453,0.048,297,886.97,16,0,75456000,41072.0,5.9941,6E-04,39850000,62251.0,6.3503,0.0017,49487000,63081.0,5.5257,0.0014,0.8246,-25.65,0.16,5782.0,0.107,0.0515,1.03,1.077,301.29073,38.478487
Gaia DR2 955687952016048000,96.12907,0.0414,38.568774,0.0433,9.55687952016048E+17,22.126,0.0509,434.808,87.344,0.097,-92.053,0.08,142,248.54,10,0,19988000,6528.9,7.4364,4E-04,10758000,18597.0,7.772,0.0019,12758000,32258.0,6.9974,0.0027,0.7746,32.59,0.21,5936.5,0.0695,0.039,1.2,1.599,96.128589,38.56917
Gaia DR2 2097219065920129152,282.856697,0.0228,38.626759,0.026,2.09721906592013E+18,33.067,0.0256,1289.1648,323.493,0.05,43.849,0.051,220,563.04,15,0,29927000,6139.3,6.9982,2E-04,16375000,17771.0,7.3159,0.0012,18939000,34852.0,6.5685,0.002,0.7474,-12.57,0.18,5905.75,0.0537,0.03,0.99,1.073,282.854914,38.62657
Gaia DR2 2063583390317759616,309.668567,0.0228,38.634263,0.0309,2.06358339031776E+18,36.6771,0.0366,1002.5967,200.846,0.052,-192.728,0.055,252,585.54,14,0,43292000,7727.2,6.5974,2E-04,23056000,37914.0,6.9444,0.0018,28057000,57118.0,6.1418,0.0022,0.8026,-20.93,0.15,5837.75,0.1315,0.0705,1.1,1.267,309.66746,38.635093
Gaia DR2 1872046574983497216,316.752931,0.0437,38.755635,0.0481,1.8720465749835E+18,286.1457,0.059,4849.3325,4105.786,0.094,3155.759,0.098,329,3128.52,17,0,127610000,172710.0,5.4237,0.0015,42232000,67939.0,6.2873,0.0017,117420000,412010.0,4.5876,0.0038,1.6997,-64.43,0.13,4177.3,0.236,0.099,0.58,0.092,316.730267,38.742045
Gaia DR2 1872046574983507456,316.747738,0.073,38.763411,0.0863,1.87204657498351E+18,285.9459,0.1008,2835.4358,4164.174,0.192,3249.991,0.25,259,4709.98,13,1,244750000,589560.0,4.7165,0.0026,90496000,146200.0,5.4598,0.0018,198990000,754080.0,4.0149,0.0041,1.445,-65.94,0.14,4327.0,0.173,0.0983,0.72,0.164,316.724748,38.749416
Gaia DR2 1379500756257031808,241.23347,0.0205,39.156736,0.0221,1.37950075625703E+18,69.587,0.0258,2694.2913,-571.031,0.042,52.625,0.047,241,402.25,18,0,49880000,10124.0,6.4435,2E-04,24874000,39937.0,6.862,0.0017,34901000,101990.0,5.9048,0.0032,0.9572,-59.22,0.14,5379.0,0.091,0.045,0.75,0.422,241.236641,39.15651
Gaia DR2 226778843075710976,61.030388,0.0373,39.509305,0.0177,2.26778843075711E+17,29.3245,0.0415,706.1234,147.261,0.086,-96.201,0.055,351,641.01,14,0,25796000,6102.6,7.1595,3E-04,14117000,81636.0,7.477,0.0063,17824000,190250.0,6.6344,0.0116,0.8426,29.47,0.18,5735.0,0.254,0.132,1.1,1.188,61.029566,39.50972
Gaia DR2 920377960724886144,116.234303,0.0451,39.553418,0.0318,9.20377960724886E+17,28.9328,0.0729,396.7052,29.334,0.092,-684.617,0.048,216,568.19,11,0,43892000,9829.3,6.5824,2E-04,24103000,43800.0,6.8962,0.002,27878000,102660.0,6.1488,0.004,0.7474,-5.52,0.23,5944.0,0.29,0.154,1.35,2.053,116.234139,39.556366
Gaia DR2 2067221777373474944,306.847927,0.0247,39.730407,0.0284,2.06722177737347E+18,19.8172,0.0333,595.918,-3.009,0.054,-48.926,0.054,264,380.51,15,0,19541000,4759.7,7.461,3E-04,10806000,15101.0,7.7672,0.0015,12212000,27042.0,7.0449,0.0024,0.7223,3.03,0.16,6089.75,0.103,0.053,1.25,1.938,306.847943,39.730618
Gaia DR2 1344497769227698432,267.808332,0.0222,40.072505,0.0228,1.3444977692277E+18,29.9723,0.0244,1227.4698,-16.811,0.046,9.684,0.044,214,522.42,16,0,51273000,10306.0,6.4136,2E-04,28553000,44632.0,6.7123,0.0017,31614000,88758.0,6.0122,0.003,0.7,1.98,0.19,6155.67,0.1463,0.0723,1.31,2.219,267.808426,40.072464
Gaia DR2 2110262881596160896,278.310559,0.0348,40.159846,0.0375,2.11026288159616E+18,24.1374,0.042,574.371,-37.543,0.073,49.102,0.071,220,870.52,16,0,27446000,5762.5,7.0922,2E-04,15222000,18019.0,7.3952,0.0013,17157000,19687.0,6.6758,0.0012,0.7194,-28.93,6.87,6094.25,0.1953,0.0995,1.21,1.834,278.31077,40.159635
Gaia DR2 369092520004831232,10.207299,0.0829,40.184292,0.0749,3.69092520004831E+17,55.7562,0.1002,556.2687,356.305,0.122,-668.983,0.18,156,222.81,8,0,27800000,6352.1,7.0783,2E-04,12755000,25060.0,7.5872,0.0021,20828000,73015.0,6.4653,0.0038,1.1219,-63.32,0.13,4999.0,0.2015,0.1007,0.83,0.39,10.205291,40.187172
Gaia DR2 1965602679357877504,320.255846,0.0234,40.344055,0.0296,1.96560267935788E+18,37.1296,0.0321,1156.7423,-11.412,0.052,-211.6,0.056,285,1070.76,17,0,60952000,17372.0,6.2259,3E-04,33412000,48721.0,6.5416,0.0016,38792000,116650.0,5.7901,0.0033,0.7516,30.88,13.36,5935.45,0.1535,0.076,1.24,1.732,320.25591,40.344966
Gaia DR2 333053037107550080,33.305898,0.0475,40.507198,0.0408,3.3305303710755E+17,38.267,0.0562,680.4096,59.262,0.083,-90.533,0.094,114,126.8,10,0,25536000,9678.1,7.1705,4E-04,13166000,24984.0,7.5527,0.0021,17243000,37798.0,6.6704,0.0024,0.8824,6.35,0.14,5558.67,0.1233,0.061,0.9,0.7,33.305562,40.507588
Gaia DR2 333106054183616000,33.229508,0.0452,40.667947,0.0381,3.33106054183616E+17,38.1843,0.0536,713.0008,67.255,0.081,-104.142,0.089,139,323.64,10,0,29451000,15319.0,7.0156,6E-04,15381000,21848.0,7.3839,0.0015,19569000,42440.0,6.533,0.0024,0.8509,6.56,0.18,5698.0,0.017,0.0105,0.92,0.802,33.229126,40.668395
Gaia DR2 345765551891443968,29.518852,0.0402,41.386153,0.0342,3.45765551891444E+17,30.5814,0.0437,699.5823,-39.351,0.075,25.4,0.076,139,223.16,10,0,20461000,12518.0,7.411,7E-04,10727000,37350.0,7.7752,0.0038,13499000,45561.0,6.9362,0.0037,0.8391,-14.83,0.19,5752.0,0.0917,0.0393,0.94,0.865,29.519078,41.386044
Gaia DR2 2113056534482408448,273.280399,0.0223,41.474809,0.0255,2.11305653448241E+18,28.8004,0.024,1202.0328,50.734,0.049,-129.002,0.048,217,433.98,16,0,24218000,5424.5,7.228,2E-04,13037000,15929.0,7.5635,0.0013,15571000,32643.0,6.7812,0.0023,0.7823,-5.54,0.15,5881.67,0.0923,0.053,1.03,1.146,273.280107,41.475364
Gaia DR2 204358907633155840,70.404418,0.0687,42.116664,0.0577,2.04358907633156E+17,36.313,0.0697,521.2041,534.004,0.134,-414.768,0.088,220,542.16,11,0,27345000,4911.1,7.0962,2E-04,14477000,17959.0,7.4497,0.0013,18045000,34843.0,6.621,0.0021,0.8287,112.67,0.2,5748.5,0.026,0.013,0.91,0.82,70.401319,42.11845
Gaia DR2 1360110456384947456,258.683729,0.0248,42.20324,0.035,1.36011045638495E+18,23.0774,0.0308,748.5266,28.717,0.049,-78.007,0.063,203,300.5,15,1,19077000,5015.4,7.4871,3E-04,10520000,18667.0,7.7963,0.0019,11998000,27259.0,7.0642,0.0025,0.7322,-3.45,0.15,6099.75,0.0782,0.0375,1.06,1.395,258.683562,42.203576
Gaia DR2 1549259098113618688,202.26291,0.022,42.238185,0.0224,1.54925909811362E+18,24.9021,0.0365,681.8168,-132.29,0.038,-18.176,0.044,457,797.02,20,0,18991000,4484.4,7.492,3E-04,10412000,10702.0,7.8076,0.0011,12026000,15387.0,7.0616,0.0014,0.746,-9.5,0.17,6000.0,0.0283,0.013,1.01,1.196,202.263679,42.238263
Gaia DR2 243285849800883456,55.950865,0.0386,42.602249,0.0239,2.43285849800883E+17,21.7895,0.0477,457.0464,364.663,0.093,-257.945,0.068,276,385.86,13,0,22222000,4281.6,7.3214,2E-04,12018000,12815.0,7.6518,0.0012,14307000,18673.0,6.8731,0.0014,0.7787,31.53,0.15,5898.0,0.3,0.143,1.3,1.836,55.948732,42.603359
Gaia DR2 340305381444650880,38.546808,0.065,42.784419,0.0391,3.40305381444651E+17,31.2078,0.0694,449.699,406.375,0.094,-194.252,0.079,124,281.83,9,0,20462000,5901.7,7.411,3E-04,10683000,14260.0,7.7797,0.0014,13620000,30594.0,6.9265,0.0024,0.8532,16.71,0.12,5774.67,0.068,0.0292,0.91,0.83,38.544424,42.785255
Gaia DR2 777967084390189696,167.953274,0.0421,42.831032,0.0426,7.7796708439019E+17,21.6833,0.0705,307.5043,-114.063,0.079,-241.172,0.08,150,254.28,11,0,28446000,8064.7,7.0533,3E-04,15825000,24957.0,7.3531,0.0017,17651000,35473.0,6.645,0.0022,0.7081,11.32,0.18,6152.75,0.2422,0.119,1.35,2.352,167.953944,42.83207
Gaia DR2 373349657227961472,19.121226,0.0304,42.939282,0.0299,3.73349657227962E+17,41.3391,0.0359,1150.053,-112.32,0.066,-31.472,0.066,172,377.59,10,0,49728000,21303.0,6.4469,5E-04,26828000,112560.0,6.7799,0.0046,31807000,166940.0,6.0056,0.0057,0.7743,-13.12,0.15,5953.0,0.0642,0.0337,1.0,1.139,19.121887,42.939417
Gaia DR2 240817446194974848,48.127775,0.0406,43.860472,0.0331,2.40817446194975E+17,23.1893,0.0476,487.6221,173.185,0.109,-23.247,0.093,165,294.26,11,0,20376000,5236.1,7.4156,3E-04,11155000,17055.0,7.7327,0.0017,12923000,31065.0,6.9835,0.0026,0.7492,12.11,0.15,5966.5,0.0927,0.0393,1.14,1.482,48.126741,43.860572
Gaia DR2 2112083741570228224,277.266821,0.0314,43.939949,0.0333,2.11208374157023E+18,27.1444,0.0285,951.3426,73.205,0.068,154.218,0.066,168,334.1,14,0,21964000,9358.8,7.3341,5E-04,11874000,21179.0,7.6649,0.0019,14057000,31955.0,6.8922,0.0025,0.7727,-22.71,0.2,5942.0,0.0578,0.0267,1.02,1.167,277.266383,43.939285
Gaia DR2 385334230892516480,4.612668,0.0339,44.02473,0.0233,3.85334230892516E+17,280.6902,0.0429,6542.433,2891.525,0.061,411.903,0.034,319,563.35,15,0,24483000,11426.0,7.2162,5E-04,6286900,5698.4,8.3553,0.001,27033000,28866.0,6.1822,0.0012,2.1731,11.51,0.14,3988.0,0.2487,0.131,,,4.595353,44.022955
Gaia DR2 1937003729076823040,350.405947,0.0777,44.098824,0.0677,1.93700372907682E+18,46.6854,0.0881,529.6376,634.727,0.3,218.552,0.163,154,304.39,10,1,26000000,9610.3,7.1509,4E-04,12757000,17849.0,7.587,0.0015,18269000,45101.0,6.6076,0.0027,0.9794,3.06,0.16,5303.0,0.027,0.014,0.83,0.493,350.402142,44.097883
Gaia DR2 964389315240441984,101.371613,0.0463,44.232564,0.0436,9.64389315240442E+17,22.1909,0.0516,429.965,144.258,0.089,-190.537,0.075,112,182.08,10,0,22261000,5930.9,7.3195,3E-04,12052000,27895.0,7.6488,0.0025,14220000,32910.0,6.8797,0.0025,0.7691,2.99,0.2,5969.0,0.271,0.1235,1.24,1.768,101.370746,44.233385
Gaia DR2 1502565381902524672,209.228992,0.0185,44.282561,0.0199,1.50256538190252E+18,22.6834,0.0263,864.0803,-20.47,0.035,6.164,0.037,395,547.97,22,0,18991000,3132.6,7.492,2E-04,10209000,10022.0,7.8289,0.0011,12288000,14000.0,7.0382,0.0012,0.7907,21.02,0.18,5865.0,0.1828,0.107,1.17,1.45,209.229115,44.282534
Gaia DR2 1541667932396172800,187.017416,0.0177,44.79429,0.027,1.54166793239617E+18,21.9511,0.0394,557.8116,-182.13,0.039,-4.686,0.053,379,632.22,15,1,23008000,4823.8,7.2837,2E-04,12801000,13101.0,7.5833,0.0011,14278000,20211.0,6.8753,0.0015,0.708,-2.21,0.18,6160.0,0.1753,0.0835,1.2,1.856,187.018521,44.794311
Gaia DR2 773861404893710208,174.68345,0.0184,45.108482,0.0282,7.7386140489371E+17,42.7909,0.0397,1076.9048,-595.912,0.038,15.066,0.055,290,609.52,11,1,56556000,11958.0,6.3072,2E-04,30831000,37200.0,6.6289,0.0013,35979000,63698.0,5.8718,0.0019,0.7571,-17.01,0.13,5932.0,0.017,0.011,1.04,1.21,174.687085,45.108417
Gaia DR2 1937497444157480320,351.67085,0.071,45.338602,0.0571,1.93749744415748E+18,28.3582,0.0992,285.9144,439.087,0.138,107.145,0.113,261,2174.44,12,0,24812000,11578.0,7.2017,5E-04,13221000,14643.0,7.5482,0.0012,16678000,29184.0,6.7066,0.0019,0.8416,-1.99,0.27,5731.0,,,1.12,1.222,351.66816,45.338141
Gaia DR2 918107434852949888,126.903146,0.0282,45.651475,0.0234,9.1810743485295E+17,45.4793,0.0369,1233.0541,-20.023,0.056,-351.382,0.048,263,677.01,14,0,65022000,14817.0,6.1557,2E-04,34834000,51096.0,6.4964,0.0016,42104000,110180.0,5.7011,0.0028,0.7953,-32.25,0.15,5828.0,0.06,0.03,1.09,1.238,126.903269,45.652988
Gaia DR2 350664155368182656,24.901421,0.0593,45.876792,0.0445,3.50664155368183E+17,47.393,0.0671,706.6813,217.675,0.099,-227.989,0.1,93,194.13,8,0,50659000,28446.0,6.4267,6E-04,26394000,84679.0,6.7976,0.0035,33727000,174470.0,5.942,0.0056,0.8556,2.11,0.17,5679.5,0.0877,0.0315,0.98,0.897,24.900075,45.877774
Gaia DR2 2163558855915068416,315.672323,0.0251,45.885377,0.029,2.16355885591507E+18,51.3456,0.0324,1583.115,406.538,0.052,141.275,0.055,225,294.03,14,0,20373000,6145.8,7.4157,3E-04,9240200,21817.0,7.9372,0.0026,15473000,27503.0,6.788,0.0019,1.1492,-14.33,0.15,4963.0,0.1097,0.064,0.79,0.34,315.669808,45.884768
Gaia DR2 1939093660163197312,354.495922,0.0254,46.199384,0.0196,1.9390936601632E+18,43.7807,0.0355,1233.5966,357.307,0.046,-11.552,0.042,314,583.19,15,0,51351000,14162.0,6.412,3E-04,27232000,45058.0,6.7637,0.0018,33563000,45867.0,5.9473,0.0015,0.8164,-0.14,0.13,5818.0,0.1093,0.0482,1.01,1.055,354.493699,46.199434
Gaia DR2 1975429427091671808,332.83827,0.0313,47.147918,0.033,1.97542942709167E+18,23.6343,0.0352,671.0551,-7.786,0.067,-4.73,0.073,228,471.45,14,0,24077000,3982.4,7.2344,2E-04,13101000,10582.0,7.5582,9E-04,15374000,18585.0,6.795,0.0013,0.7632,-20.96,0.15,5964.37,0.164,0.08,1.22,1.686,332.838319,47.147938
Gaia DR2 968931157257437312,94.769782,0.048,47.393891,0.0455,9.68931157257437E+17,30.4789,0.0531,574.417,-29.859,0.093,-33.255,0.077,114,241.57,10,0,39990000,12952.0,6.6835,4E-04,22207000,49797.0,6.9852,0.0024,24837000,44345.0,6.2742,0.0019,0.711,-16.12,0.16,6121.0,0.048,0.0228,1.15,1.675,94.769972,47.394034
Gaia DR2 969752767321089792,90.688317,0.0589,47.80994,0.0478,9.6975276732109E+17,36.0468,0.0654,550.907,35.608,0.084,95.004,0.072,128,302.87,9,0,54761000,20326.0,6.3422,4E-04,29995000,87611.0,6.6588,0.0032,34330000,279180.0,5.9228,0.0088,0.736,-76.81,0.15,6058.75,0.0738,0.0333,1.16,1.643,90.688088,47.809531
Gaia DR2 390900439790625664,8.626343,0.042,47.915803,0.0266,3.90900439790626E+17,20.9305,0.0538,388.8927,396.44,0.072,60.538,0.055,236,463.42,11,1,23896000,5381.2,7.2425,2E-04,13241000,17580.0,7.5466,0.0014,14981000,13309.0,6.8231,0.001,0.7235,-12.1,0.16,6065.75,0.225,0.126,1.32,2.126,8.623797,47.915542
Gaia DR2 1942533104334263552,347.496304,0.0277,47.959384,0.0256,1.94253310433426E+18,32.9634,0.0337,978.2511,154.535,0.058,-4.47,0.05,240,445.83,15,0,30350000,8963.8,6.983,3E-04,16201000,15710.0,7.3276,0.0011,19777000,33326.0,6.5215,0.0018,0.8061,-5.75,0.21,5801.33,0.0685,0.0415,1.04,1.101,347.495311,47.959403
Gaia DR2 834616362995049088,155.423003,0.034,48.042022,0.0508,8.34616362995049E+17,21.3344,0.0554,385.2462,-218.917,0.063,6.769,0.076,176,240.48,12,0,20089000,5051.3,7.431,3E-04,10819000,14213.0,7.7659,0.0014,12997000,23377.0,6.9773,0.002,0.7886,60.79,0.18,5895.3,0.188,0.1097,1.26,1.732,155.424412,48.041993
Gaia DR2 1990678072815187840,347.590248,0.0225,49.018543,0.0216,1.99067807281519E+18,22.0902,0.0302,731.1562,236.361,0.049,51.489,0.044,329,625.56,17,0,24454000,3658.6,7.2175,2E-04,13212000,10602.0,7.549,9E-04,15685000,16070.0,6.7732,0.0011,0.7758,-4.59,0.14,5937.0,0.2405,0.123,1.32,1.963,347.588697,49.018322
Gaia DR2 834923367257321856,158.462469,0.0256,49.186724,0.0288,8.34923367257322E+17,26.3883,0.0362,729.9218,276.166,0.046,127.557,0.054,231,354.52,14,0,21808000,5270.4,7.3418,3E-04,11918000,19045.0,7.6608,0.0017,13866000,28515.0,6.9071,0.0022,0.7538,-25.18,0.15,5943.93,0.0278,0.0167,1.04,1.226,158.46065,49.186175
Gaia DR2 823773494718931968,152.83322,0.0184,49.452059,0.024,8.23773494718932E+17,205.3917,0.0342,5999.1543,-1363.335,0.049,-505.666,0.055,452,1231.19,15,0,78738000,40757.0,5.9479,6E-04,26339000,45542.0,6.7999,0.0019,74352000,108150.0,5.0837,0.0016,1.7162,-26.49,0.13,4056.74,0.7265,0.364,0.7,0.119,152.84225,49.454236
Gaia DR2 1412260533406913152,250.616779,0.022,49.935972,0.0202,1.41226053340691E+18,34.0888,0.0235,1448.2982,133.434,0.048,-108.601,0.052,227,461.91,16,1,55654000,17706.0,6.3246,3E-04,30860000,57132.0,6.6279,0.002,34569000,110020.0,5.9152,0.0035,0.7127,-13.19,0.14,6125.5,0.1772,0.0867,1.21,1.863,250.615886,49.936439
Gaia DR2 1423602030208324864,245.779902,0.019,50.344188,0.0205,1.42360203020832E+18,19.8074,0.0208,952.6661,55.158,0.037,-6.886,0.042,257,558.4,17,0,23205000,4843.0,7.2744,2E-04,12906000,19244.0,7.5744,0.0016,14381000,34848.0,6.8674,0.0026,0.707,-32.02,0.17,6095.75,0.2407,0.114,1.36,2.303,245.77953,50.344217
Gaia DR2 1940954617956840192,359.528079,0.0357,50.44873,0.0327,1.94095461795684E+18,41.6957,0.0541,770.5665,-45.801,0.069,244.338,0.059,509,2805.31,19,0,45048000,5967.7,6.5542,1E-04,23658000,21788.0,6.9164,0.001,29655000,29213.0,6.0817,0.0011,0.8347,4.96,1.44,5740.5,0.1337,0.06,1.02,1.026,359.528389,50.447678
Gaia DR2 2088264368349071232,302.179215,0.0279,50.586651,0.0285,2.08826436834907E+18,23.1039,0.0291,794.5272,61.692,0.064,77.799,0.059,173,330.86,14,0,23639000,6070.4,7.2543,3E-04,13152000,9521.0,7.5539,8E-04,14755000,36264.0,6.8396,0.0027,0.7143,-8.97,0.16,6018.6,0.026,0.013,1.21,1.729,302.178796,50.586316
Gaia DR2 992524409046563840,100.20434,0.0623,51.977069,0.0797,9.92524409046564E+17,23.334,0.063,370.234,0.446,0.098,-291.813,0.115,105,134.58,8,0,19949000,6143.7,7.4386,3E-04,10606000,17880.0,7.7876,0.0018,13045000,46025.0,6.9733,0.0038,0.8143,27.88,0.18,5791.0,0.25,0.1223,1.19,1.446,100.204337,51.978325
Gaia DR2 409909484005053440,20.266597,0.1244,51.983222,0.0841,4.09909484005053E+17,20.8971,0.1034,202.1476,283.588,0.323,-104.244,0.208,231,945.94,12,0,19135000,4651.6,7.4838,3E-04,10642000,11022.0,7.7838,0.0011,11951000,12687.0,7.0684,0.0012,0.7154,14.55,0.44,5971.67,0.0147,0.0103,1.22,1.714,20.264615,51.98367
Gaia DR2 215599288017480704,85.863612,0.0372,52.488877,0.0298,2.15599288017481E+17,32.2683,0.0347,929.3016,246.782,0.063,22.271,0.049,233,476.46,13,0,30418000,6860.1,6.9805,2E-04,16316000,21459.0,7.3198,0.0014,19685000,35266.0,6.5266,0.0019,0.7932,-25.67,0.14,5864.0,0.12,0.06,1.04,1.148,85.861867,52.488781
